CreatorOS Production Issue History Export
  ==========================================
  Generated: 2026-06-05T18:41:38.162Z
  Source: Production PostgreSQL (read-only replica)

  Tables included (oldest to newest, all rows):
    1. audit_logs          — 3,669 rows from 2026-02-24 (OLDEST RECORD)
    2. dead_letter_queue   — 1,337 rows from 2026-03-25
    3. autonomous_action_log — 2,357 rows from 2026-04-27
    4. security_events     — 115 rows from 2026-04-11
    5. pipeline_traces     — 14 rows from 2026-05-24

  Prompt for AI analysis:
    "The following is the full issue/event history for an autonomous YouTube
     channel automation system called CreatorOS. Identify recurring failure
     patterns, systemic problems, periods of instability, and root causes.
     Note any escalation trends and what was working vs broken at each phase."

  ==========================================

  

================================================================================
SECTION: AUDIT LOGS (audit_logs) — 3,669 rows from 2026-02-24
2421,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T10:00:05.802Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 10:00:05.814146
2422,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T10:30:00.278Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 10:30:00.323529
2423,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 10:30:00.699759
2424,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T10:30:00.701Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 10:30:00.746712
2425,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T10:30:00.849Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 10:30:00.894188
2426,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T11:00:00.260Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 11:00:00.302589
2427,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T11:00:00.647Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 11:00:00.689038
2428,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T11:00:00.788Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 11:00:00.829765
2429,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T11:30:03.033Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 11:30:03.090609
2430,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 11:30:03.333789
2431,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T11:30:12.506Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 11:30:12.563796
2432,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T11:30:13.543Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 11:30:13.599545
2433,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T12:00:01.354Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 12:00:01.369844
2434,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T12:00:01.592Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 12:00:01.604355
2435,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T12:00:03.464Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 12:00:03.479433
2436,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T12:30:00.502Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 12:30:00.50355
2437,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 12:30:01.037665
2438,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T12:30:01.054Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 12:30:01.054955
2439,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T12:30:01.177Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 12:30:01.177784
2440,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T13:00:00.517Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 13:00:00.60549
2441,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T13:00:01.000Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 13:00:01.088177
2442,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T13:00:01.153Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 13:00:01.241086
2443,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 13:30:00.497981
2444,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T14:00:00.403Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 14:00:00.447846
2445,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T14:00:00.951Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 14:00:00.993385
2446,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T14:00:01.098Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 14:00:01.139943
2447,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 14:30:00.226156
2448,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T15:00:00.510Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 15:00:00.533065
2449,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T15:00:00.675Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 15:00:00.698407
2450,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T15:00:01.226Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 15:00:01.249854
2451,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 15:30:00.245847
2452,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 16:30:00.408029
2453,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T17:00:00.523Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 17:00:00.536644
2454,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T17:00:00.685Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 17:00:00.699196
2455,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T17:00:01.059Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 17:00:01.073601
2456,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 17:30:00.244823
2457,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 17:30:00.443357
2458,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T18:00:02.387Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 18:00:02.401448
2459,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T18:00:03.397Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 18:00:03.413061
2460,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T18:00:08.636Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 18:00:08.650469
2461,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 18:30:00.46418
2462,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T19:00:00.512Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 19:00:00.525017
2463,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T19:00:00.667Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 19:00:00.680259
2464,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T19:00:01.097Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 19:00:01.111051
2465,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 19:30:00.246205
2466,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 19:30:00.463003
2467,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T20:00:02.872Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 20:00:02.885124
2468,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T20:00:03.405Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 20:00:03.422935
2469,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T20:00:05.656Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 20:00:05.669374
2470,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 20:30:00.445213
2471,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T21:00:00.285Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 21:00:00.370224
2472,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T21:00:00.414Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 21:00:00.499144
2473,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T21:00:00.941Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 21:00:01.025758
2474,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 21:30:00.502883
2475,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T22:00:00.700Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 22:00:00.73581
2476,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T22:00:00.937Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 22:00:00.977091
2477,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T22:00:01.856Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 22:00:01.894007
2478,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 22:30:00.222567
2479,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T23:00:00.582Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 23:00:00.601903
2480,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T23:00:00.721Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 23:00:00.738261
2481,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-26T23:00:00.847Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-26 23:00:00.864829
2482,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 23:30:00.253497
2483,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-26 23:30:00.409299
2484,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T00:00:01.668Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 00:00:01.684846
2485,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T00:00:04.071Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 00:00:04.088196
2486,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T00:00:04.237Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 00:00:04.253052
2487,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 00:30:00.264037
2488,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 00:30:00.461792
2489,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T01:00:00.496Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 01:00:00.509123
2490,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T01:00:00.920Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 01:00:00.933374
2491,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T01:00:01.118Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 01:00:01.13187
2492,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 01:30:00.270248
2493,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 01:30:00.414898
2494,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T02:00:00.647Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 02:00:00.660915
2495,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T02:00:00.796Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 02:00:00.810336
2496,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T02:00:01.537Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 02:00:01.550721
2497,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 02:30:00.199359
2498,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 02:30:00.459763
2499,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T03:00:00.591Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 03:00:00.603
2500,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T03:00:00.742Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 03:00:00.754532
2501,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T03:00:01.186Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 03:00:01.197434
2502,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 03:30:00.232257
2503,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T04:00:01.448Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 04:00:01.461738
2504,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T04:00:01.585Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 04:00:01.599594
2505,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T04:00:01.715Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 04:00:01.728421
2506,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 04:30:00.450696
2507,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T05:00:00.535Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 05:00:00.566896
2508,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T05:00:00.697Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 05:00:00.72871
2509,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T05:00:01.072Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 05:00:01.104311
2510,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_disconnected,youtube,"{""platform"": ""youtube""}",medium,2026-04-27 05:23:57.117641
2511,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 05:30:00.41918
2512,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T06:00:00.582Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 06:00:00.590363
2513,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T06:00:01.041Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 06:00:01.049194
2514,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T06:00:01.537Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 06:00:01.544926
2515,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 06:30:00.459724
2516,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T07:00:05.364Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 07:00:05.375689
2517,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T07:00:05.532Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 07:00:05.54322
2518,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T07:00:06.201Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 07:00:06.212444
2519,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 07:30:00.581203
2520,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T08:00:02.179Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 08:00:02.192662
2521,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T08:00:05.693Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 08:00:05.706233
2522,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T08:00:06.198Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 08:00:06.210713
2523,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_disconnected,youtube,"{""platform"": ""youtube""}",medium,2026-04-27 08:23:08.263376
2524,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 08:30:00.209381
2525,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T09:00:00.627Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 09:00:00.640216
2526,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T09:00:00.935Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 09:00:00.948024
2527,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T09:00:01.684Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 09:00:01.696812
2528,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T09:00:01.962Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 09:00:01.975034
2529,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T09:00:02.129Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 09:00:02.141735
2530,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T09:00:02.620Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 09:00:02.632802
2531,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 09:30:00.245198
2532,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 09:30:00.432812
2533,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_disconnected,youtube,"{""platform"": ""youtube""}",medium,2026-04-27 09:32:57.599469
2534,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T10:00:09.751Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 10:00:09.777316
2535,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T10:00:10.805Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 10:00:10.832032
2536,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T10:00:19.815Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 10:00:20.311995
2537,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 10:30:00.371861
2538,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 10:30:00.477328
2539,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T11:00:00.267Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 11:00:00.292032
2540,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T11:00:00.648Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 11:00:00.673573
2541,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-04-27T11:00:00.790Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-04-27 11:00:00.814923
2542,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 11:30:00.255809
2543,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-04-27 11:30:00.472408
